Date,Close,Volume,Open,High,Low,MA,RSI,Upper,Lower,EMA12,EMA26,MACD,Combined_Indicator,Signal,Actual_Position
2023-11-20,191.45,46538610,189.89,191.905,189.88,191.37642857142856,31.283327408460707,197.3120533113048,185.44080383155233,191.2311819256528,191.6849309718171,-0.45374904616429035,0.9846437271307908,L,S
2023-11-17,189.69,50941400,190.25,190.38,188.57,190.94642857142858,25.251711639146194,196.85770405940374,185.03515308345342,190.99407701401393,191.53715830723806,-0.5430812932241338,0.8081113293533423,L,L
2023-11-16,189.71,54412920,189.57,190.96,188.65,190.62071428571426,26.84592402902264,196.1525447622429,185.0888838091856,190.79652670416561,191.40181324744265,-0.6052865432770318,0.8431902050483715,L,S
2023-11-15,188.01,53790500,187.845,189.5,187.78,190.31285714285715,27.13546160483176,195.37040501967593,185.25530926603838,190.36783028814014,191.15056782170618,-0.7827375335660349,0.8356972597948021,L,S
2023-11-14,187.44,60108380,187.7,188.11,186.3,189.8857142857143,24.083526682134618,194.31953870120103,185.45188987022757,189.9173948591955,190.87571094602424,-0.958316086828745,0.7349824509874933,L,S
2023-11-13,184.8,43627520,185.82,186.03,184.21,189.555,25.693069306930738,194.47834289514302,184.631657104857,189.1301033423962,190.4256582833558,-1.2955549409595903,0.754725610117615,L,L
2023-11-10,186.4,66177920,183.97,186.565,183.53,189.2092857142857,25.176946410515697,194.31634336960286,184.10222805896854,188.71008744356604,190.1274613734776,-1.4173739299115482,0.7287164827326928,L,S
2023-11-09,182.41,53763540,182.96,184.12,181.81,188.6707142857143,22.153024911032063,194.2361107580901,183.1053178133385,187.74084322147894,189.5557975680348,-1.8149543465558509,0.6150012598691302,L,L
2023-11-08,182.89,49340280,182.35,183.45,181.59,188.20785714285714,23.884514435695536,194.0817515741071,182.33396271160717,186.99455964894372,189.0620347852174,-2.0674751362736856,0.6412137988426206,L,S
2023-11-07,181.82,70529970,179.18,182.44,178.97,187.595,20.25605852766347,194.07699157179624,181.11300842820376,186.1984735491062,188.52558776409018,-2.3271142149839648,0.5184245484042682,L,S
2023-11-06,179.23,63841310,176.38,179.43,176.21,186.84071428571428,18.574423480083865,194.11625911971635,179.56516945171222,185.12640069539756,187.8370257074909,-2.7106250120933453,0.43976369766262585,L,S
2023-11-03,176.65,79829250,174.24,176.82,173.35,185.8892857142857,16.302263137706177,194.65368325265197,177.12488817591944,183.8223390499518,187.00835713656568,-3.1860180866138705,0.33743766675932657,L,L
2023-11-02,177.57,77334750,175.52,177.78,175.46,184.90785714285715,15.180340864050692,194.43131184552038,175.38440244019392,182.8604407345746,186.30921957089416,-3.4487788363195477,0.27828415982924054,L,S
2023-11-01,173.97,56934910,171.0,174.23,170.12,183.71714285714285,13.600852272727252,194.5977221760846,172.8365635382011,181.49268062156312,185.39520330638348,-3.9025226848203545,0.19284786987809463,L,S
2023-10-31,170.77,44846020,169.35,170.9,167.9,182.23999999999998,10.15467383994617,194.8356005686193,169.64439943138066,179.84303744901496,184.31185491331803,-4.468817464303072,0.04595356977091405,L,S
2023-10-30,170.29,51130960,169.02,171.17,168.87,180.8542857142857,10.611384399156663,194.69831231898317,167.01025910958825,178.37333937993574,183.273198993813,-4.899859613877254,0.014908482054576264,L,S
2023-10-27,168.22,58499130,166.91,168.96,166.83,179.31928571428574,9.839291571006811,194.47738113693356,164.16119029163792,176.81128716763794,182.15814721649352,-5.346860048855575,-0.052728459250863786,S,S
2023-10-26,166.89,70625260,170.37,171.3775,165.67,177.81071428571428,9.960159362549732,194.09834032836562,161.52308824306294,175.28493529569363,181.0271733486051,-5.7422380529114605,-0.09261876578789455,S,L
2023-10-25,171.1,57156960,171.88,173.06,170.65,176.64357142857142,18.988675269949937,192.87827872659872,160.40886413054412,174.64109909635613,180.29182717463434,-5.650728078278206,0.1443468442071106,L,L
2023-10-24,173.44,43816640,173.05,173.67,171.45,175.83214285714286,23.869032741814536,191.62076750975405,160.04351820453167,174.45631461999363,179.78428442095773,-5.327969800964098,0.28605224910341004,L,S
2023-10-23,173.0,55980110,170.91,174.01,169.93,174.875,21.342281879194616,189.8948766551803,159.8551233448197,174.23226621691768,179.28174483422012,-5.049478617302441,0.219808208569448,L,S
2023-10-20,172.88,64244030,175.31,175.42,172.64,174.1942857142857,23.816656680647085,188.4922582978371,159.8963131307343,174.0242252604688,178.80754151316677,-4.783316252697972,0.29365281893966977,L,L
2023-10-19,175.46,59302860,176.04,177.84,175.19,173.66357142857143,26.74294837679618,186.85567209525777,160.4714707618851,174.24511368193515,178.55957547515442,-4.314461793219266,0.39375772006583926,L,L
2023-10-18,175.84,54764380,175.58,177.575,175.11,173.2364285714286,27.984974510330034,185.40466033329574,161.06819680956147,174.49048080779127,178.3581254399578,-3.867644632166531,0.44788154271369873,L,L
2023-10-17,177.15,57549350,176.645,178.42,174.8,173.08785714285713,31.474530831099216,184.13663492713266,162.0390793585816,174.89963760659262,178.2686346666276,-3.3689970600349852,0.5704034974726226,L,L
