Date,Open,High,Low,Close,Adj Close,Volume,MA,RSI,MACD_Line,MACD_Signal_Line,MACD_Histogram,Bollinger_Upper,Bollinger_Middle,Bollinger_Lower
2021-02-26,2117.0,2133.899902,2070.699951,2085.800049,2065.574219,17297575.0,2068.1611193333333,64.19739905529823,,,,2152.7950010761947,2011.2525086,1869.7100161238054
2021-03-01,2110.199951,2112.0,2062.5,2101.699951,2081.320313,8159670.0,2072.8500027777777,65.02527729836746,,,,2157.5047914565043,2021.5725037,1885.6402159434958
2021-03-02,2122.0,2130.0,2089.100098,2106.0,2085.578369,7915073.0,2075.3777805555555,63.99573676734531,123.72262443628802,,,2163.6440821618457,2030.5825012499997,1897.5209203381535
2021-03-03,2121.050049,2219.899902,2107.199951,2202.100098,2180.746582,14733134.0,2090.3111302222223,65.08656374072241,178.92017703062038,,,2189.1400164054153,2044.1550049500001,1899.169993494585
2021-03-04,2180.0,2189.949951,2157.699951,2175.850098,2154.751221,9892597.0,2100.927802333333,63.49653129106159,203.69933355539297,,,2201.5827894933827,2056.7325074,1911.8822253066176
2021-03-05,2156.0,2211.949951,2153.050049,2178.699951,2157.573242,11773630.0,2119.883355111111,64.87173052862668,198.54443484145986,,,2209.858707942046,2069.48000495,1929.1013019579543
2021-03-08,2168.5,2231.899902,2168.0,2191.100098,2169.853271,9002404.0,2138.5111492222222,63.80322808176977,151.79890939714483,,,2220.3248826000527,2081.4625123,1942.6001419999475
2021-03-09,2200.0,2213.800049,2146.600098,2191.050049,2169.803711,6993792.0,2152.961154666667,61.89844731050611,94.75124797566741,,,2227.089163834825,2093.20751355,1959.325863265175
2021-03-10,2207.0,2215.100098,2170.25,2181.949951,2160.791992,5316182.0,2157.138916111111,62.79250502213034,116.14796197659734,,,2230.6794660230366,2103.59000865,1976.5005512769635
2021-03-12,2195.0,2206.399902,2123.899902,2137.600098,2116.87207,7783173.0,2162.894477111111,55.98996591039094,156.26767135155228,,,2233.5492412462336,2107.685016,1981.820790753766
2021-03-15,2140.050049,2148.899902,2080.5,2108.899902,2088.449951,7706170.0,2163.6944716666667,61.591516738567265,189.8910353601393,145.9804398027847,43.91059555735461,2233.0132031398043,2111.0500123,1989.0868214601958
2021-03-16,2114.0,2126.0,2095.5,2100.600098,2080.230713,6402757.0,2163.0944825555553,59.01813007728375,137.12374916254544,184.2284815853155,-47.10473242277007,2230.870252039293,2114.4500184,1998.0297847607067
2021-03-17,2098.050049,2103.0,2035.099976,2055.350098,2035.419434,8865521.0,2146.7889269999996,49.351257382371216,141.88934207573743,193.3417913792599,-51.45244930352246,2231.0891355633717,2114.2425233,1997.3959110366284
2021-03-18,2072.899902,2084.800049,2001.0,2009.099976,1989.618042,9528809.0,2128.2611356666666,33.02371691924759,135.5984478892085,175.5301721030233,-39.93172421381479,2235.9160235459494,2110.5350221,1985.1540206540506
2021-03-19,1991.0,2095.850098,1982.800049,2082.0,2061.811035,19284892.0,2117.516696666667,49.53961143633577,142.29691087001083,135.97325372574917,6.323657144261659,2235.762597017779,2111.25002455,1986.737452082221
2021-03-22,2071.0,2074.0,2033.199951,2062.399902,2042.401001,8571196.0,2103.2166748888885,45.28097837448957,135.2449198976492,108.77680640865995,26.468113488989246,2236.0559748319565,2110.3550172,1984.6540595680433
2021-03-23,2061.949951,2109.699951,2056.0,2087.5,2067.257813,8039865.0,2091.7111138888886,47.88426562425234,136.95333028689515,132.88561877332586,4.067711513569293,2231.12850720009,2114.3250184,1997.5215295999096
2021-03-24,2079.75,2079.75,2040.400024,2047.300049,2027.447632,7763726.0,2076.7500136666667,29.70103198950335,121.23542962339252,161.64670924316152,-40.411279619769005,2228.8499532941332,2115.5175233,2002.1850933058668
2021-03-25,2054.0,2054.0,1985.0,1991.449951,1972.13916,10153757.0,2060.5111084444447,27.561453938845247,103.42390047739354,170.87820525301103,-67.45430477561749,2236.169732466634,2112.04002085,1987.9103092333662
2021-03-26,2012.0,2013.699951,1973.699951,1994.650024,1975.308105,9313160.0,2047.8166775555555,27.62314242494824,95.90237048940298,138.18887175063057,-42.286501261227585,2238.1725741990645,2104.55501715,1970.9374601009356
2021-03-30,2008.0,2048.899902,1991.550049,2029.300049,2009.622192,9433842.0,2039.894449888889,31.3379623431059,64.37436049690496,140.00362392147844,-75.62926342457348,2239.3464128774444,2101.73001715,1964.1136214225558
2021-03-31,2018.0,2049.899902,1999.0,2003.099976,1983.676147,7499740.0,2034.0888807777778,29.555111145932727,76.52860139936342,136.74956704313044,-60.220965643767016,2241.3126877637965,2096.8000184,1952.287349036204
2021-04-01,2018.0,2030.0,2003.150024,2021.849976,2002.244263,5410307.0,2035.5055474444443,32.94269833535091,34.822706351102624,138.7061417495744,-103.88343539847179,2240.8294456191593,2092.5925171999997,1944.3555887808402
2021-04-05,2024.949951,2025.0,1962.099976,1992.599976,1973.277954,6864856.0,2025.5722114444445,34.03787510064771,-37.90890597785119,132.49797055094632,-170.4068765287975,2227.3501527739077,2082.1175111000002,1936.8848694260928
2021-04-06,2004.0,2004.949951,1969.0,1984.300049,1965.058594,6465241.0,2016.8944499999998,35.638569750804635,-93.33971643118866,127.72945940453435,-221.069175835723,2217.008076851673,2072.54000865,1928.0719404483264
2021-04-07,2000.0,2046.900024,1993.300049,2002.849976,1983.428589,11198918.0,2007.4888917777778,38.99335317816705,-21.325894102417806,111.84668198025501,-133.17257608267283,2202.294833810233,2063.7475099,1925.2001859897666
2021-04-08,2011.0,2022.0,1993.0,2005.349976,1985.904297,7092878.0,2002.8277725555554,43.77023795559684,-51.44104450630084,95.67754645972127,-147.1185909660221,2181.486233541773,2054.4600038,1927.4337740582268
2021-04-09,1998.449951,2006.349976,1980.0,1982.050049,1962.830322,6478482.0,2001.7833389999998,46.425279344557325,-72.30354476098864,82.32985901411055,-154.6334037750992,2157.3763968131398,2044.0100038,1930.6436107868603
2021-04-12,1959.0,1961.400024,1900.25,1911.150024,1892.61792,9646031.0,1992.505561222222,27.301730407907115,-164.75505985303857,58.9531792133212,-223.70823906635977,2139.0536407360555,2030.4700074500001,1921.8863741639445
2021-04-13,1924.0,1940.599976,1917.849976,1931.800049,1913.067627,8958261.0,1981.6722278888888,32.69742959216475,-181.86179349896338,49.58584040852942,-231.4476339074928,2124.956104247728,2020.1800050000002,1915.4039057522725
2021-04-15,1926.300049,1961.0,1913.0,1944.300049,1925.446411,9102492.0,1975.1389026666666,30.37281647748452,-177.50068458949727,3.236709513424413,-180.73739410292168,2113.1819390207015,2011.9500123499997,1910.7180856792982
2021-04-16,1936.599976,1949.900024,1926.449951,1932.099976,1913.364624,7225679.0,1965.1666804444442,32.89786018013713,-166.24790073866006,-51.079577739088755,-115.1683229995713,2101.6925485401175,2003.5250062500004,1905.3574639598835
2021-04-19,1904.0,1916.400024,1890.0,1901.699951,1883.259399,8527967.0,1955.0666776666667,35.586964642054056,-173.89191069917752,-73.73934283419659,-100.15256786498092,2100.750677864376,1995.8424989,1890.934319935624
2021-04-20,1910.5,1919.0,1890.449951,1901.150024,1882.714844,7939490.0,1945.827786,34.855844844084416,-149.73710221565557,-40.07233775245583,-109.66476446319973,2103.2890418454804,1990.4450013,1877.60096075452
2021-04-22,1892.25,1914.449951,1876.699951,1906.400024,1887.91394,6687573.0,1935.1111246666665,27.998557779798077,-131.93198508628848,-72.30746845332398,-59.6245166329645,2091.80836926908,1981.6650025000004,1871.5216357309212
2021-04-23,1906.0,1918.900024,1895.349976,1904.349976,1885.883667,5459016.0,1923.8889024444445,30.648630775106994,-109.4781745976743,-108.1741740027227,-1.304000594951603,2082.1821745218285,1973.7625062,1865.3428378781714
2021-04-26,1920.0,1962.0,1911.5,1937.849976,1919.058838,9620785.0,1918.9777832222223,34.438675457994975,-83.4953597807746,-169.81239795308372,86.31703817230911,2061.501798304533,1966.2800049999998,1871.0582116954665
2021-04-27,1940.0,1997.199951,1938.25,1988.650024,1969.366333,9226547.0,1927.5888943333334,49.32236187158474,-59.00181080624725,-178.47990206783643,119.47809126158919,2051.406492435273,1963.34750375,1875.288515064727
2021-04-28,1997.849976,2008.0,1980.150024,1997.300049,1977.932495,7902002.0,1934.8666721111113,52.22755273688267,-74.46933409448684,-172.64608379089344,98.1767496964066,2052.1298506771836,1963.6400086499998,1875.1501666228162
2021-04-29,2022.900024,2044.5,2007.300049,2024.050049,2004.423096,8035915.0,1943.7277832222223,53.53334405132893,-155.94879620414144,-164.29994075136946,8.351144547228017,2056.69164621607,1965.1100099000003,1873.5283735839307
2021-04-30,2008.5,2036.0,1987.550049,1994.5,1975.159546,9150974.0,1950.6611192222222,48.34123676901782,-130.34348976573483,-160.94518193119558,30.601692165460747,2051.0560979894744,1963.37000745,1875.6839169105256
2021-05-03,1966.0,1979.0,1943.099976,1959.050049,1940.053467,10909942.0,1957.0333523333331,46.60967177035476,-129.9026977845765,-138.68972396305497,8.78702617847847,2046.8415710304018,1961.1675111,1875.493451169598
2021-05-04,1950.0,1967.800049,1911.0,1916.599976,1898.015015,10083693.0,1958.7500136666665,50.87690228812821,-107.05456165959708,-119.69816258913087,12.64360092953379,2038.7685477473424,1955.9050111000001,1873.041474452658
2021-05-05,1923.349976,1938.5,1908.050049,1920.099976,1901.480957,5719649.0,1960.2722305555553,48.00748224237531,-93.05840422939991,-98.66876342965524,5.610359200255331,2034.7266824657038,1952.2800110999997,1869.8333397342956
2021-05-06,1921.849976,1935.0,1906.599976,1931.0,1912.275269,6749281.0,1963.2333443333328,47.72259624455177,-98.74286576061468,-80.09287190978111,-18.649993850833567,2031.1443588391116,1949.6150086499997,1868.0856584608878
2021-05-07,1937.75,1955.650024,1926.0,1931.75,1913.018066,5671163.0,1962.555569222222,49.93762684228636,-107.75126366470158,-74.25158299725416,-33.49968066744742,2023.9342031724127,1946.06000985,1868.1858165275871
2021-05-10,1939.0,1946.800049,1920.949951,1926.199951,1907.521973,6433879.0,1955.616672222222,54.79076679934002,-81.7212132989066,-100.45980774928185,18.738594450375246,2015.187517445519,1942.1025085999997,1869.0174997544805
2021-05-11,1915.0,1938.550049,1910.0,1933.150024,1914.404541,6220217.0,1948.4888916666666,56.104532332922574,-52.46065449105572,-145.1140987646763,92.65344427362058,2010.348113194303,1939.65750735,1868.966901505697
2021-05-12,1930.099976,1932.900024,1907.0,1913.150024,1894.598389,6081627.0,1936.1666666666667,51.21907020233387,1.7325690083487189,-126.4635941318994,128.19616314024813,2010.2837822613137,1939.75750735,1869.2312324386862
2021-05-14,1928.050049,1942.0,1906.0,1937.300049,1918.514282,6134079.0,1929.8111165555556,55.51096137489628,11.496199467215092,-119.7667587490141,131.2629582162292,2010.4709745009964,1940.03250735,1869.5940401990038
2021-05-17,1937.300049,1963.449951,1930.400024,1960.349976,1941.340698,5479424.0,1929.955552888889,53.899476771326405,8.911856235946743,-102.32091923853011,111.23277547447685,2011.841603055328,1940.8350037,1869.828404344672
2021-05-18,1981.0,2002.599976,1972.5,1987.949951,1968.672974,5567958.0,1937.8833278888887,49.868060205660406,-12.203144462469936,-94.16707149061746,81.96392702814752,2017.5218196402673,1943.6275024499998,1869.7331852597324
2021-05-19,1980.0,2016.449951,1972.0,1997.050049,1977.684814,7530294.0,1946.4333360000003,49.95296335456986,-14.528242320027857,-96.05541970144674,81.52717738141888,2023.1975191100928,1948.39500735,1873.5924955899072
2021-05-20,1997.900024,2010.900024,1981.0,1985.400024,1966.147827,5271497.0,1952.4777831111107,42.29004916807013,0.028903147810524388,-91.41668255538751,91.44558570319803,2025.6764791898265,1952.60750735,1879.5385355101737
2021-05-21,1992.0,2009.599976,1986.0,2002.550049,1983.131714,4977555.0,1960.344455222222,51.68941043481403,-9.285079164420267,-63.32838605017023,54.04330688574996,2030.3352810693361,1957.4150085999997,1884.4947361306633
2021-05-24,2008.0,2009.800049,1982.0,1985.650024,1966.395508,3946636.0,1966.9500188888887,56.05369512458471,-5.134747093250553,-31.708082833786083,26.57333574053553,2030.9264275576518,1961.480011,1892.0335944423484
2021-05-25,1996.400024,1997.0,1960.0,1963.150024,1944.113647,6821015.0,1970.283352222222,61.652062746395856,8.895882222425143,3.9636963714259945,4.932185850999149,2031.2950004447202,1962.7450134000003,1894.1950263552803
2021-05-26,1975.0,1979.5,1965.300049,1970.050049,1950.946777,3452113.0,1976.6055772222223,62.29387309062465,24.783276749002425,7.802290547344367,16.98098620165806,2029.3828744271855,1961.81501465,1894.2471548728145
2021-05-27,1970.300049,1993.0,1962.25,1976.099976,1956.93811,12377100.0,1980.9166802222223,61.371643072789254,25.27055286075688,1.4580352253920756,23.812517635364802,2026.6227009610434,1960.755011,1894.8873210389565
2021-05-28,1990.0,2105.0,1990.0,2094.800049,2074.486816,26060864.0,1995.8555772222223,75.77864373968382,13.709172752872746,-11.34871255955772,25.057885312430464,2049.2936342257917,1964.2925109999996,1879.2913877742078
2021-05-31,2102.0,2191.699951,2085.050049,2160.300049,2139.351807,27285782.0,2015.0055881111111,81.11376592098446,25.66960213257653,-9.872525733037541,35.54212786561407,2094.368898273277,1972.5825134499999,1850.7961286267227
2021-06-01,2166.0,2202.0,2146.5,2168.899902,2147.868408,12928379.0,2034.1000162222222,81.19622756733365,13.1621464639245,-1.8668199732922894,15.02896643721679,2132.886943065426,1983.0750060999999,1833.263069134574
2021-06-02,2157.0,2209.5,2157.0,2201.25,2179.904785,11366816.0,2058.0833468888886,86.91695539290467,-2.880374271394203,-5.124823560708358,2.244449289314155,2172.4689634667334,1997.3075073,1822.1460511332666
2021-06-03,2221.0,2250.0,2196.100098,2209.649902,2188.223389,11064116.0,2081.0944416666666,86.3666560534994,-6.624405719488323,2.024232317848796,-8.648638037337118,2206.814624246819,2011.7850036000004,1816.7553829531819
2021-06-04,2214.800049,2216.449951,2184.25,2190.5,2169.258789,6677278.0,2103.855550111111,81.05519750633984,-17.575388878036847,14.32273815142842,-31.898127029465265,2231.346010690917,2024.7600036000003,1818.1739965090837
2021-06-07,2202.0,2242.0,2185.0,2227.399902,2205.801025,7539326.0,2133.2166476666666,81.5190262478842,18.63933033654439,23.649672460597905,-5.0103421240535155,2259.954109566989,2039.5424987000001,1819.1308878330115
2021-06-08,2226.600098,2227.149902,2198.149902,2214.600098,2193.125488,4464889.0,2160.3888753333335,78.36009620670636,36.836938761332476,21.704377139712225,15.132561621620251,2280.7946810571393,2053.9625060500002,1827.130331042861
2021-06-09,2219.0,2221.0,2157.949951,2175.0,2153.90918,5265326.0,2182.488878,73.03768464591148,54.428926641591715,15.582866079798722,38.846060561792996,2291.5513312365943,2066.05500485,1840.5586784634058
2021-06-10,2193.399902,2230.0,2177.550049,2183.0,2161.831787,6532832.0,2192.2888725555554,72.42452172980737,67.96938171557372,18.813906726224193,49.15547498934953,2298.7259053953503,2079.54750365,1860.3691019046498
2021-06-11,2182.899902,2228.0,2180.100098,2213.149902,2198.739746,6351520.0,2198.1610784444442,77.3700865452947,98.93419898002048,7.049427770213048,91.88477120980744,2309.525429097515,2093.3399963,1877.1545635024854
2021-06-14,2215.0,2258.25,2195.050049,2244.899902,2230.282959,9383416.0,2206.605522888889,83.15878767474838,191.43940394259266,-3.416136821818526,194.8555407644112,2324.3537312037647,2107.5674926,1890.7812539962356
2021-06-15,2261.0,2274.899902,2240.300049,2250.0,2235.349854,7002898.0,2212.022189555556,83.0871342428228,240.22195519107981,-4.2851709785160965,244.50712616959592,2338.6885598918752,2120.6699950499997,1902.651430208124
2021-06-16,2244.899902,2247.050049,2205.850098,2211.600098,2197.200195,4982975.0,2212.238878,75.85642983991279,250.74157275942912,-0.21112451216897526,250.95269727159808,2344.8711521345635,2131.3974975,1917.9238428654367
2021-06-17,2200.0,2235.0,2179.899902,2215.649902,2201.223633,7266765.0,2215.033311555556,67.7329587196615,276.50202300549677,29.687943054649605,246.81407995084717,2347.8976474540955,2142.9099914,1937.9223353459042
2021-06-18,2225.5,2235.0,2184.350098,2225.649902,2211.158447,13553801.0,2214.8388671111115,61.45486790299004,256.5737287282393,48.72303440628152,207.85069432195777,2351.015960073694,2154.06498405,1957.1140080263065
2021-06-21,2203.5,2247.5,2200.149902,2237.25,2222.682861,5624044.0,2217.355522888889,61.85606490710075,229.4661924554348,69.18754918313269,160.2786432723021,2349.9721472643932,2166.64498285,1983.3178184356066
2021-06-22,2254.0,2261.0,2219.350098,2225.75,2211.258057,5940386.0,2222.994411777778,54.5811619062199,228.29154929010406,94.5838947198789,133.70765457022515,2337.57385507886,2179.77498165,2021.9761082211396
2021-06-23,2250.0,2250.600098,2201.699951,2205.350098,2190.990723,7685796.0,2225.477756,49.23052737133172,209.11803760345447,140.34506345375343,68.77297414970104,2314.809935799112,2191.5399841,2068.270032400888
2021-06-24,2206.850098,2214.600098,2140.0,2153.5,2139.478271,42209687.0,2218.8499891111114,44.07240524313636,194.62882057449156,211.52089419906167,-16.892073624570116,2273.876969773115,2200.4099853,2126.9430008268846
2021-06-25,2153.5,2153.5,2081.100098,2104.449951,2090.747559,25546334.0,2203.244439,31.04085676178846,203.26904798803434,246.02906281416716,-42.76001482613282,2271.510583182887,2200.8924804000003,2130.2743776171137
2021-06-28,2122.0,2126.5,2081.0,2086.0,2072.417725,9357852.0,2185.0222167777774,30.50922458291609,242.47766360101377,256.00778870719984,-13.530125106186063,2282.9732756566095,2197.17747795,2111.3816802433907
2021-06-29,2089.5,2109.0,2084.100098,2087.800049,2074.206299,12526981.0,2171.266655777778,35.07360580561469,268.2123970411367,265.0603370698761,3.1520599712605986,2291.3159636436435,2193.1224853,2094.9290069563563
2021-06-30,2096.25,2122.649902,2091.050049,2110.649902,2096.907227,9120556.0,2159.5999891111114,38.21466569510253,244.94977215358495,245.3936044700674,-0.4438323164824567,2293.347390107232,2188.5924804,2083.837570692768
2021-07-01,2118.0,2123.149902,2095.0,2097.949951,2084.290039,5784627.0,2145.4111056666666,30.1036185678292,184.80799557135038,226.16778011266936,-41.35978454131899,2294.715152982763,2183.0074828499996,2071.2998127172364
2021-07-02,2097.0,2132.899902,2092.949951,2129.050049,2115.1875,6500973.0,2133.3888888888887,29.946354170379294,97.70376435516619,220.47223407781004,-122.76846972264386,2294.1276470343346,2179.9349853,2065.742323565665
2021-07-05,2136.449951,2153.550049,2131.5,2150.199951,2136.199707,5400604.0,2124.994439,33.633951907003976,57.931569845014565,207.00031706405693,-149.06874721904236,2288.720768194843,2176.0749877499998,2063.4292073051565
2021-07-06,2144.949951,2148.899902,2120.199951,2124.800049,2110.965332,4647361.0,2116.0444335555558,35.13186862018138,45.183803974049624,203.3267093357048,-158.14290536165518,2284.921767159854,2171.5849853,2058.248203440146
2021-07-07,2127.75,2127.75,2098.0,2110.050049,2096.311279,4824931.0,2111.2166612222227,32.55123854934588,5.376238996771917,218.2319970424803,-212.85575804570837,2284.9373752054416,2168.33748775,2051.7376002945584
2021-07-08,2116.949951,2116.949951,2081.0,2092.600098,2078.975098,5162088.0,2109.9000108888886,28.543801304902587,-27.485177763102456,243.89362237827083,-271.3788001413733,2284.9449515396336,2163.81749265,2042.6900337603665
2021-07-09,2088.0,2091.699951,2066.100098,2071.199951,2057.714111,4170886.0,2108.255561,24.04250034155872,-67.32560048238793,246.26093584973708,-313.586536332125,2282.232145185457,2156.7199951,2031.2078450145427
2021-07-12,2079.75,2101.5,2074.5,2084.100098,2070.530273,3962111.0,2107.844455333333,27.953322645914383,-119.43426142061799,208.45992726212995,-327.89418868274794,2270.9681019807126,2148.6800049000003,2026.3919078192878
2021-07-13,2100.0,2103.050049,2088.050049,2099.699951,2086.02832,3099956.0,2106.627794111111,33.30697371477871,-113.39336604912023,145.68409280872126,-259.0774588578415,2255.4472917282483,2141.1650024500004,2026.8827131717524
2021-07-14,2100.350098,2106.850098,2081.25,2086.0,2072.417725,3937768.0,2105.3000217777776,37.87279059671922,-87.26391486654848,78.40050089557093,-165.6644157621194,2246.6464007190607,2134.88499755,2023.1235943809397
2021-07-15,2095.0,2095.0,2078.5,2082.350098,2068.791748,4360415.0,2100.111138333333,45.25549902377054,-87.37388035345339,45.19280298183701,-132.5666833352904,2235.5109618660617,2128.22000735,2020.9290528339382
2021-07-16,2087.75,2114.75,2087.600098,2112.399902,2098.645752,4074206.0,2095.911132888889,55.39876378484359,-113.18895408977914,23.267720294875854,-136.456674384655,2219.668751873589,2122.55750735,2025.446262826411
2021-07-19,2100.0,2124.0,2092.25,2098.949951,2085.283447,3855577.0,2093.038899777778,52.176444972670886,-109.73348408330185,-14.423142745019218,-95.31034133828263,2196.7427343503205,2115.6425049,2034.5422754496792
2021-07-20,2099.5,2108.0,2084.0,2093.800049,2080.166992,3111185.0,2091.233344222222,46.466787358349265,-99.22421067001915,-48.46624416505557,-50.757966504963576,2171.830887768001,2109.04500735,2046.2591269319992
2021-07-22,2119.0,2123.899902,2098.149902,2120.699951,2106.891846,3679260.0,2094.355550111111,54.502286354024825,-98.2350695781688,-84.5326338712788,-13.70243570689,2148.8882770003474,2104.8125,2060.7367229996526
2021-07-23,2134.449951,2134.449951,2102.050049,2105.699951,2091.989502,4585938.0,2098.1888834444444,45.06443337223125,-117.88385929506649,-114.10988900988893,-3.7739702851775547,2140.101962123755,2102.42249755,2064.743032976245
2021-07-26,2108.0,2121.0,2071.100098,2076.850098,2063.327393,5717830.0,2097.3833278888887,34.984631785893015,-138.99159460159353,-104.96526434817861,-34.026330253414926,2140.3938887375143,2101.0425049,2061.6911210624858
2021-07-27,2076.800049,2083.699951,2042.0,2055.0,2041.619629,4995516.0,2092.4166666666665,35.500580535159614,-149.20166238435968,-90.49100453459694,-58.71065784976274,2143.50472688903,2099.4925049000003,2055.480282910971
2021-07-28,2058.0,2058.0,2016.25,2037.349976,2024.084473,5952355.0,2087.0111084444447,35.077950185321654,-120.25174319501275,-96.04305009553923,-24.20869309947352,2148.8784822136586,2096.97000125,2045.0615202863419
2021-07-29,2054.0,2074.399902,2043.400024,2053.25,2039.880981,6352886.0,2083.7777642222227,41.87147906297771,-83.48400145796495,-110.93830196957978,27.454300511614832,2149.0801762940446,2094.10000615,2039.1198360059552
2021-07-30,2058.0,2067.949951,2031.099976,2035.300049,2022.047852,5238304.0,2075.2111138888886,42.47694928874118,-45.39699627001528,-107.05667007887708,61.6596738088618,2151.846602858941,2090.96751105,2030.0884192410592
2021-08-02,2054.300049,2079.399902,2041.150024,2072.5,2059.005615,5041934.0,2072.2722304444446,47.793812324227794,-7.417949132675858,-102.43545024093635,95.01750110826049,2146.783672964776,2088.1400086,2029.4963442352234
2021-08-03,2090.0,2091.0,2064.199951,2087.75,2074.15625,5453682.0,2071.6000027777777,47.724246378050886,17.80975649962693,-107.92844439616492,125.73820089579185,2135.882332613232,2085.01751105,2034.152689486768
2021-08-04,2094.399902,2114.0,2087.0,2103.75,2090.052246,6077861.0,2069.716674888889,53.350961441998855,3.0493742605581247,-124.56291389916541,127.61228815972353,2132.1651252923807,2083.9650085999997,2035.764891907619
2021-08-05,2114.300049,2154.800049,2104.25,2134.25,2120.35376,9807831.0,2072.8889025555554,58.896125827589806,-10.869242673312328,-136.0167165041764,125.14747383086407,2137.195877628392,2085.1750061499997,2033.1541346716074
2021-08-06,2129.949951,2146.949951,2078.75,2089.050049,2075.447998,7670583.0,2074.244452666667,46.19522846578061,-0.5929187740621273,-130.8756860752251,130.28276730116298,2136.935860695734,2084.9975037,2033.059146704266
2021-08-09,2081.0,2089.800049,2066.5,2077.149902,2063.625488,3458546.0,2076.705552888889,46.429730909456254,-40.70309170851124,-99.3634837264836,58.660392017972356,2136.9680802661924,2085.29500125,2033.6219222338077
2021-08-10,2082.0,2113.0,2073.75,2088.050049,2074.45459,5500708.0,2082.3388943333334,49.075711443066545,-70.52061180663259,-63.46102012513549,-7.059591681497096,2137.1765411097226,2085.4924988,2033.8084564902772
2021-08-11,2096.949951,2120.0,2083.399902,2117.300049,2103.513916,4238859.0,2089.4555664444447,49.45757810846711,-65.65875102294058,-29.0521147881363,-36.60663623480428,2139.6498741685946,2086.3725037,2033.0951332314053
2021-08-12,2124.899902,2126.199951,2105.0,2110.5,2096.758301,3755507.0,2097.811116555555,50.786377118795734,-58.542248018393366,-0.9697897813056735,-57.572458237087694,2141.954522881523,2087.5975037,2033.2404845184765
2021-08-13,2117.300049,2149.899902,2108.949951,2145.649902,2131.679199,5898384.0,2105.9388834444444,61.043298572825556,-34.21397124006444,10.104282385684773,-44.31825362574921,2150.897357612907,2090.7624939,2030.6276301870935
2021-08-16,2149.350098,2203.0,2128.149902,2173.5,2159.348145,10123204.0,2115.4666612222222,68.66140298147299,-25.387388414732413,-3.1450549711062488,-22.242333443626165,2163.95663135356,2093.8174988,2023.67836624644
