Date,Open,High,Low,Close,Adj Close,Volume
2021-01-25,2034.949951,2034.949951,1932.000000,1941.000000,1922.178345,25016570
2021-01-27,1925.000000,1925.000000,1888.000000,1895.000000,1876.624512,19553809
2021-01-28,1880.150024,1923.300049,1870.000000,1876.550049,1858.353394,15722291
2021-01-29,1894.300049,1913.099976,1830.000000,1841.949951,1824.088867,20173258
2021-02-01,1859.400024,1905.000000,1848.000000,1895.300049,1876.921509,15774504
2021-02-02,1914.250000,1940.000000,1854.949951,1925.800049,1907.125854,19138414
2021-02-03,1928.300049,1952.000000,1900.000000,1930.650024,1911.928833,13984228
2021-02-04,1924.000000,1940.000000,1905.000000,1924.300049,1905.640259,11826848
2021-02-05,1930.050049,1944.650024,1920.000000,1923.750000,1905.095703,9344470
2021-02-08,1933.050049,1969.000000,1929.050049,1951.449951,1932.526978,9776136
2021-02-09,1961.949951,1989.599976,1952.300049,1956.150024,1937.181519,9047308
2021-02-10,1953.750000,1984.750000,1927.300049,1974.300049,1955.155518,9799560
2021-02-11,1980.000000,2064.199951,1972.250000,2055.699951,2035.766113,19631870
2021-02-12,2055.500000,2078.000000,2015.400024,2041.599976,2021.802734,14074374
2021-02-15,2048.050049,2061.300049,2025.000000,2032.599976,2012.890137,7287590
2021-02-16,2039.750000,2079.399902,2035.000000,2059.500000,2039.529419,9886093
2021-02-17,2060.000000,2095.949951,2050.600098,2083.250000,2063.049072,10957388
2021-02-18,2085.000000,2108.399902,2059.100098,2067.699951,2047.649658,8605531
2021-02-19,2057.000000,2104.949951,2053.300049,2080.300049,2060.127686,10800704
2021-02-22,2080.000000,2089.899902,1994.949951,2008.099976,1988.627563,10985697
2021-02-23,2048.000000,2052.899902,2013.599976,2023.449951,2003.828857,11834752
2021-02-24,2030.000000,2065.250000,2026.150024,2061.000000,2041.014648,4987735
2021-02-25,2076.000000,2152.000000,2073.000000,2144.350098,2123.556641,16085897
2021-02-26,2117.000000,2133.899902,2070.699951,2085.800049,2065.574219,17297575
2021-03-01,2110.199951,2112.000000,2062.500000,2101.699951,2081.320313,8159670
2021-03-02,2122.000000,2130.000000,2089.100098,2106.000000,2085.578369,7915073
2021-03-03,2121.050049,2219.899902,2107.199951,2202.100098,2180.746582,14733134
2021-03-04,2180.000000,2189.949951,2157.699951,2175.850098,2154.751221,9892597
2021-03-05,2156.000000,2211.949951,2153.050049,2178.699951,2157.573242,11773630
2021-03-08,2168.500000,2231.899902,2168.000000,2191.100098,2169.853271,9002404
2021-03-09,2200.000000,2213.800049,2146.600098,2191.050049,2169.803711,6993792
2021-03-10,2207.000000,2215.100098,2170.250000,2181.949951,2160.791992,5316182
2021-03-12,2195.000000,2206.399902,2123.899902,2137.600098,2116.872070,7783173
2021-03-15,2140.050049,2148.899902,2080.500000,2108.899902,2088.449951,7706170
2021-03-16,2114.000000,2126.000000,2095.500000,2100.600098,2080.230713,6402757
2021-03-17,2098.050049,2103.000000,2035.099976,2055.350098,2035.419434,8865521
2021-03-18,2072.899902,2084.800049,2001.000000,2009.099976,1989.618042,9528809
2021-03-19,1991.000000,2095.850098,1982.800049,2082.000000,2061.811035,19284892
2021-03-22,2071.000000,2074.000000,2033.199951,2062.399902,2042.401001,8571196
2021-03-23,2061.949951,2109.699951,2056.000000,2087.500000,2067.257813,8039865
2021-03-24,2079.750000,2079.750000,2040.400024,2047.300049,2027.447632,7763726
2021-03-25,2054.000000,2054.000000,1985.000000,1991.449951,1972.139160,10153757
2021-03-26,2012.000000,2013.699951,1973.699951,1994.650024,1975.308105,9313160
2021-03-30,2008.000000,2048.899902,1991.550049,2029.300049,2009.622192,9433842
2021-03-31,2018.000000,2049.899902,1999.000000,2003.099976,1983.676147,7499740
2021-04-01,2018.000000,2030.000000,2003.150024,2021.849976,2002.244263,5410307
2021-04-05,2024.949951,2025.000000,1962.099976,1992.599976,1973.277954,6864856
2021-04-06,2004.000000,2004.949951,1969.000000,1984.300049,1965.058594,6465241
2021-04-07,2000.000000,2046.900024,1993.300049,2002.849976,1983.428589,11198918
2021-04-08,2011.000000,2022.000000,1993.000000,2005.349976,1985.904297,7092878
2021-04-09,1998.449951,2006.349976,1980.000000,1982.050049,1962.830322,6478482
2021-04-12,1959.000000,1961.400024,1900.250000,1911.150024,1892.617920,9646031
2021-04-13,1924.000000,1940.599976,1917.849976,1931.800049,1913.067627,8958261
2021-04-15,1926.300049,1961.000000,1913.000000,1944.300049,1925.446411,9102492
2021-04-16,1936.599976,1949.900024,1926.449951,1932.099976,1913.364624,7225679
2021-04-19,1904.000000,1916.400024,1890.000000,1901.699951,1883.259399,8527967
2021-04-20,1910.500000,1919.000000,1890.449951,1901.150024,1882.714844,7939490
2021-04-22,1892.250000,1914.449951,1876.699951,1906.400024,1887.913940,6687573
2021-04-23,1906.000000,1918.900024,1895.349976,1904.349976,1885.883667,5459016
2021-04-26,1920.000000,1962.000000,1911.500000,1937.849976,1919.058838,9620785
2021-04-27,1940.000000,1997.199951,1938.250000,1988.650024,1969.366333,9226547
2021-04-28,1997.849976,2008.000000,1980.150024,1997.300049,1977.932495,7902002
2021-04-29,2022.900024,2044.500000,2007.300049,2024.050049,2004.423096,8035915
2021-04-30,2008.500000,2036.000000,1987.550049,1994.500000,1975.159546,9150974
2021-05-03,1966.000000,1979.000000,1943.099976,1959.050049,1940.053467,10909942
2021-05-04,1950.000000,1967.800049,1911.000000,1916.599976,1898.015015,10083693
2021-05-05,1923.349976,1938.500000,1908.050049,1920.099976,1901.480957,5719649
