Date,Open,High,Low,Close,Adj Close,Volume
2023-10-25,421.890015,421.920013,417.019989,417.549988,415.863892,94223200
2023-10-26,416.450012,417.329987,411.600006,412.549988,410.884094,115156800
2023-10-27,414.190002,414.600006,409.209991,410.679993,409.021637,107367700
2023-10-30,413.559998,416.679993,412.220001,415.589996,413.911835,86562700
2023-10-31,416.179993,418.529999,414.209991,418.200012,416.511292,79665200
2023-11-01,419.200012,423.500000,418.649994,422.660004,420.953278,98068100
2023-11-02,426.579987,430.920013,426.559998,430.760010,429.020599,94938900
2023-11-03,433.140015,436.290009,433.010010,434.690002,432.934723,100110800
2023-11-06,435.470001,436.149994,433.679993,435.690002,433.930664,67831700
2023-11-07,435.690002,437.589996,434.510010,436.929993,435.165649,64256100
2023-11-08,437.549988,438.089996,434.869995,437.250000,435.484375,61746000
2023-11-09,438.429993,438.470001,433.399994,433.839996,432.088135,83174400
2023-11-10,435.980011,440.929993,433.829987,440.609985,438.830780,89462200
2023-11-13,439.230011,441.329987,438.420013,440.190002,438.412506,52236100
2023-11-14,446.320007,450.059998,446.089996,448.730011,446.918030,97176900
2023-11-15,450.109985,451.380005,448.799988,449.679993,447.864166,77327600
2023-11-16,449.220001,450.559998,448.119995,450.230011,448.411957,66665800
2023-11-17,450.239990,451.420013,449.290009,450.790009,448.969696,83133200
2023-11-20,450.529999,455.130005,450.519989,454.260010,452.425690,69936200
2023-11-21,453.179993,454.130005,451.959991,453.269989,451.439667,49244600
2023-11-22,454.980011,456.380005,453.890015,455.019989,453.182617,59394900
2023-11-24,455.070007,455.500000,454.730011,455.299988,453.461456,29737400
2023-11-27,454.649994,455.489990,454.079987,454.480011,452.644806,50506000
2023-11-28,454.079987,456.269989,453.500000,454.929993,453.092957,62115000
2023-11-29,457.149994,458.320007,454.200012,454.609985,452.774261,63146000
2023-11-30,455.480011,456.760010,453.339996,456.399994,454.557037,79752700
2023-12-01,455.769989,459.649994,455.160004,459.100006,457.246155,89097900
2023-12-04,455.600006,459.119995,454.339996,456.690002,454.845886,72430900
2023-12-05,455.260010,457.589996,454.869995,456.600006,454.756226,69793500
2023-12-06,458.809998,458.839996,454.309998,454.760010,452.923676,69124700
2023-12-07,456.910004,458.899994,456.290009,458.230011,456.379669,66995400
2023-12-08,457.459991,460.750000,457.209991,460.200012,458.341705,83080900
2023-12-11,459.690002,462.170013,459.470001,461.989990,460.124451,65002200
2023-12-12,461.630005,464.200012,460.600006,464.100006,462.225952,68327600
2023-12-13,464.489990,470.760010,464.119995,470.500000,468.600098,93278000
2023-12-14,472.500000,473.730011,469.250000,472.010010,470.104004,119026000
2023-12-15,469.489990,470.700012,467.429993,469.329987,469.329987,141319300
2023-12-18,470.980011,472.980011,469.890015,471.970001,471.970001,70375300
2023-12-19,472.529999,474.920013,472.450012,474.839996,474.839996,55761800
2023-12-20,473.959991,475.899994,467.820007,468.260010,468.260010,102921000
2023-12-21,471.329987,472.980011,468.839996,472.700012,472.700012,86667500
2023-12-22,473.859985,475.380005,471.700012,473.649994,473.649994,67126600
2023-12-26,474.070007,476.579987,473.989990,475.649994,475.649994,55387000
2023-12-27,475.440002,476.660004,474.890015,476.510010,476.510010,68000300
2023-12-28,476.880005,477.549988,476.260010,476.690002,476.690002,77158100
2023-12-29,476.489990,477.029999,473.299988,475.309998,475.309998,122234100
2024-01-02,472.160004,473.670013,470.489990,472.649994,472.649994,123623700
2024-01-03,470.429993,471.190002,468.170013,468.790009,468.790009,103585900
2024-01-04,468.299988,470.959991,467.049988,467.279999,467.279999,84232200
2024-01-05,467.489990,470.440002,466.429993,467.920013,467.920013,86060800
2024-01-08,468.429993,474.750000,468.299988,474.600006,474.600006,74879100
2024-01-09,471.869995,474.929993,471.350006,473.880005,473.880005,65931400
2024-01-10,474.160004,477.450012,473.869995,476.559998,476.559998,67310600
2024-01-11,477.589996,478.119995,472.260010,476.350006,476.350006,77940700
2024-01-12,477.839996,478.600006,475.230011,476.679993,476.679993,57944000
2024-01-16,475.260010,476.609985,473.059998,474.929993,474.929993,85014900
2024-01-17,471.820007,472.790009,469.869995,472.290009,472.290009,68843900
2024-01-18,474.010010,477.059998,472.420013,476.489990,476.489990,91856200
2024-01-19,477.649994,482.720001,476.540009,482.429993,482.429993,110733300
2024-01-22,484.010010,485.220001,482.779999,483.450012,483.450012,75844900
2024-01-23,484.010010,485.109985,482.890015,484.859985,484.859985,49945300
2024-01-24,487.809998,488.769989,484.880005,485.390015,485.390015,81518700
